titles,box_office,total
Capricorn One,0.00000000000,0
We Have Your Husband,0.00000000000,0
Should've Been Romeo,0.00000000000,0
Aztec Warrior,0.00000000000,0
Navy SEAL vs. Zombies,0.00000000000,0
The Hatching,0.00000000000,0
Running Forever,0.00000000000,0
Obsluhoval jsem anglického krále,0.61722800000,617228
Soul Kitchen,0.27690100000,276901
The Awakening,0.09593300000,95933
All Hat,0.01519800000,15198
Sling Blade,24.47541600000,24475416
Hostel,47.32647300000,47326473
Only God Forgives,0.77584900000,775849
Take Shelter,1.72895300000,1728953
Tristram Shandy: A Cock and Bull Story,1.25341300000,1253413
The Texas Chainsaw Massacre 2,8.02587200000,8025872
Lady in White,1.70513900000,1705139
Driving Lessons,0.23996200000,239962
Without Men,0.00000000000,0
Treading Water,0.00000000000,0
Pat Garrett and Billy the Kid,8.00000000000,8000000
Camping Sauvage,3.47930200000,3479302
Barfi,2.80487400000,2804874
Dear Frankie,1.34089100000,1340891
Le nom des gens,0.51423700000,514237
Savage Grace,0.43441700000,434417
Out of the Blue,0.00072800000,728
Police Academy,81.19889400000,81198894
Four Weddings and a Funeral,52.70083200000,52700832
The Blue Lagoon,47.92379500000,47923795
Fast Times at Ridgemont High,27.09288000000,27092880
Secrets & Lies,13.41729200000,13417292
25th Hour,13.08459500000,13084595
Moby Dick,10.40000000000,10400000
Bound,3.80226000000,3802260
Requiem for a Dream,3.63548200000,3635482
State Fair,3.50000000000,3500000
Låt den rätte komma in,2.12208500000,2122085
Tango,1.68731100000,1687311
Salvador,1.50000000000,1500000
Salvando al Soldado Perez,1.40072600000,1400726
Donnie Darko,1.27052200000,1270522
Karakter,0.71341300000,713413
Nannerl la soeur de Mozart,0.70788500000,707885
Spun,0.41024100000,410241
Life During Wartime,0.28144700000,281447
Chinjeolhan geumjassi,0.21166700000,211667
Blackthorn,0.20055800000,200558
Maggie,0.18711200000,187112
Lilja 4-ever,0.18165500000,181655
After.Life,0.10859600000,108596
Mean Machine,0.09272300000,92723
Fong juk,0.05195700000,51957
Spoken Word,0.03296100000,32961
The Sweeney,0.02634500000,26345
Falcon Rising,0.01177400000,11774
Hansel & Gretel Get Baked,0.00000000000,0
Fugly,0.00000000000,0
Zipper,0.00000000000,0
One Flew Over the Cuckoo's Nest,108.98127500000,108981275
Silent Movie,36.14569500000,36145695
Airlift (2016),0.00000000000,0
R.L. Stine's Monsterville: The Cabinet of Souls,0.00000000000,0
Anna,0.00000000000,0
Whale Rider,20.77966600000,20779666
Sexy Beast,6.94605600000,6946056
Paa,0.19922800000,199228
Snabba Cash,0.18887000000,188870
Night of the Living Dead,5.83524700000,5835247
Nochnoy dozor,1.50218800000,1502188
Animal Kingdom,1.04403900000,1044039
George A. Romero's Survival of the Dead,0.10174000000,101740
Cargo,0.00000000000,0
High School Musical,0.00000000000,0
Love and Death on Long Island,2.54226400000,2542264
Porky's,109.49248400000,109492484
Peter Pan,87.40000000000,87400000
The Crying Game,62.54669500000,62546695
Lost in Translation,44.58545300000,44585453
Annie Hall,38.25142500000,38251425
The Greatest Show on Earth,36.00000000000,36000000
The Boy Next Door,35.42338000000,35423380
Leaving Las Vegas,31.98377700000,31983777
Monster's Ball,31.27392200000,31273922
Boyhood,25.37997500000,25379975
Exodus,21.75000000000,21750000
The Kids Are All Right,20.81136500000,20811365
The Life of Brian,20.00869300000,20008693
A Haunted House 2,17.32948700000,17329487
The Last Exorcism Part II,15.17930300000,15179303
The Front Page,15.00000000000,15000000
Trapeze,14.40000000000,14400000
The Return of the Living Dead,14.23788000000,14237880
They Live,13.00000000000,13000000
Saving Grace,12.17860200000,12178602
The Great Escape,11.74447100000,11744471
What the #$'! Do We Know,10.94180100000,10941801
Scoop,10.52571700000,10525717
The Wash,10.09709600000,10097096
3 Strikes,9.82133500000,9821335
The Visitor,9.42702600000,9427026
The Cooler,8.29157200000,8291572
The Misfits,8.20000000000,8200000
The Night Listener,7.83639300000,7836393
The Jerky Boys,7.55525600000,7555256
El orfanato,7.15914700000,7159147
Bug,7.00670800000,7006708
The Rules of Attraction,6.52576200000,6525762
Topaz,6.00000000000,6000000
Let's Go to Prison,4.63004500000,4630045
Four Rooms,4.30100000000,4301000
Secretary,4.04673700000,4046737
The Real Cancun,3.81659400000,3816594
Talk Radio,3.46857200000,3468572
Waiting for Guffman,2.92298800000,2922988
Love Stinks,2.79377600000,2793776
Samsara,2.67241300000,2672413
You Kill Me,2.42685100000,2426851
The Art of Getting By,1.43024100000,1430241
Thumbsucker,1.32867900000,1328679
Red State,1.06542900000,1065429
MirrorMask,0.86495900000,864959
The Barbarians,0.80000000000,800000
Holy Motors,0.64105400000,641054
Poolhall Junkies,0.56371100000,563711
The Loss of Sexual Innocence,0.39979300000,399793
The Face of Love,0.38506900000,385069
Joe,0.37337500000,373375
Prison,0.35470400000,354704
Shooting Fish,0.30220400000,302204
Adoration,0.29424400000,294244
Psycho Beach Party,0.26797200000,267972
The Big Tease,0.18557700000,185577
Desert Dancer,0.15527100000,155271
"Guten Tag, Ramon",0.15435600000,154356
Mondays in the Sun,0.14640200000,146402
Manglehorn,0.13227000000,132270
Trust,0.12001600000,120016
An Everlasting Piece,0.07507800000,75078
Among Giants,0.06435900000,64359
The Velocity of Gary,0.03414500000,34145
Stake Land,0.03324500000,33245
Praia do Futuro,0.02062000000,20620
Sonny,0.01763900000,17639
The Last Time I Committed Suicide,0.01283600000,12836
Another Happy Day,0.00912000000,9120
Inescapable,0.00432700000,4327
Geograf globus propil,0.00000000000,0
A Lonely Place to Die,0.00000000000,0
Nothing,0.00000000000,0
The Loved Ones,0.00000000000,0
1776,0.00000000000,0
Hell's Angels,0.00000000000,0
Purple Violets,0.00000000000,0
Replicas,0.00000000000,0
The Helpers,0.00000000000,0
The Veil,0.00000000000,0
The Perfect Wave,0.00000000000,0
How to Fall in Love,0.00000000000,0
Chain of Command,0.00000000000,0
Gone with the Wind,198.68047000000,198680470
A Man for All Seasons,28.35000000000,28350000
Ben-Hur,9.00000000000,9000000
Network,23.68987700000,23689877
Down for Life,0.04191400000,41914
The Good Heart,0.02093000000,20930
Major Dundee,0.01487300000,14873
Annie Get Your Gun,8.00000000000,8000000
Casa de Areia,0.53928500000,539285
Four Lions,0.31000700000,310007
Defendor,0.04446200000,44462
The Ballad of Cable Hogue,3.50000000000,3500000
The Pirate,2.95600000000,2956000
The History Boys,2.73029600000,2730296
Unknown,0.02640300000,26403
Midnight Cowboy,44.78505300000,44785053
Airplane!,83.45353900000,83453539
M*A*S*H,81.60000000000,81600000
The Full Monty,45.95012200000,45950122
Menace II Society,27.73152700000,27731527
Friday,27.46756400000,27467564
The Witch,25.13870500000,25138705
Empire,17.50459500000,17504595
Dark Skies,17.41866700000,17418667
Creepshow 2,14.00000000000,14000000
In Cold Blood,13.00000000000,13000000
The Nun's Story,12.80000000000,12800000
Frenzy,12.60000000000,12600000
Harper,12.00000000000,12000000
I Got the Hook-Up!,10.31777900000,10317779
She's the One,9.48257900000,9482579
Terror Train,8.00000000000,8000000
Gods and Monsters,6.45162800000,6451628
El secreto de sus ojos,6.39143600000,6391436
Evil Dead II,5.92304400000,5923044
Day of the Dead,5.80426200000,5804262
Pootie Tang,3.29325800000,3293258
La otra conquista,0.88641000000,886410
Trolljegeren,0.25344400000,253444
Ira and Abby,0.22109600000,221096
The Masked Saint,0.18269500000,182695
Winter Passing,0.10749200000,107492
D.E.B.S.,0.09679300000,96793
Time to Choose,0.02923300000,29233
Surveillance,0.02734900000,27349
Taxman,0.00987100000,9871
The Betrayed,0.00000000000,0
The Secret,0.00000000000,0
2:13,0.00000000000,0
"Batman: The Dark Knight Returns, Part 2",0.00000000000,0
In the Name of the King III,0.00000000000,0
Wicked Blood,0.00000000000,0
Dawn Patrol,0.00000000000,0
Jagten,0.68718500000,687185
Lords of London,0.00000000000,0
La marche de l'empereur,77.43722300000,77437223
High Anxiety,31.06303800000,31063038
Margin Call,5.35358600000,5353586
Choke,2.92656500000,2926565
L'incomparable mademoiselle C.,0.49390500000,493905
August,0.01263600000,12636
To Write Love On Her Arms,0.00000000000,0
Whiplash,13.09200600000,13092006
Bella,8.09337300000,8093373
Cidade de Deus,7.56339700000,7563397
Human Traffic,0.10425700000,104257
The Dead Girl,0.01987500000,19875
The Opposite Sex,0.00000000000,0
A Christmas Story,20.60520900000,20605209
Class of 1984,6.96536100000,6965361
Entre les murs,3.76681000000,3766810
Dreaming of Joseph Lees,0.00768000000,7680
Rosemary's Baby,33.39542600000,33395426
The Man Who Shot Liberty Valance,8.00000000000,8000000
Maria Full of Grace,6.52962400000,6529624
Beginners,5.79089400000,5790894
Adam,2.27739600000,2277396
Feast,0.05613100000,56131
It's a Wonderful Life,6.60000000000,6600000
Trainspotting,16.50178500000,16501785
Antiviral,0.00000000000,0
National Lampoon's Animal House,141.60000000000,141600000
Paranormal Activity 2,84.75290700000,84752907
War Room,67.79011700000,67790117
The Purge,64.47311500000,64473115
Goldfinger,51.10000000000,51100000
Sinister,48.08690300000,48086903
The Original Kings of Comedy,38.16802200000,38168022
The Bridge on the River Kwai,33.30000000000,33300000
Coming Home,32.65300000000,32653000
Waking Ned Devine,24.79325100000,24793251
Air Bud,24.64693600000,24646936
Bowling for Columbine,21.57601800000,21576018
A Nightmare On Elm Street Part 2: Freddy's Revenge,21.16399900000,21163999
A Room with a View,20.96664400000,20966644
Love and Death,20.12374200000,20123742
Friday the 13th Part VI: Jason Lives,19.47205700000,19472057
Martin Lawrence Live: RunTelDat,19.18482000000,19184820
The Apartment,18.60000000000,18600000
Cat on a Hot Tin Roof,17.57032400000,17570324
Beneath the Planet of the Apes,17.48900900000,17489009
Pokemon 3: The Movie,17.05212800000,17052128
Jason Goes to Hell: The Final Friday,15.93506800000,15935068
Spaced Invaders,15.00000000000,15000000
Family Plot,13.20000000000,13200000
Torn Curtain,13.00000000000,13000000
Dave Chappelle's Block Party,11.71859500000,11718595
Krush Groove,11.05271300000,11052713
Elmer Gantry,10.40000000000,10400000
Next Day Air,10.02704700000,10027047
Judgment at Nuremberg,10.00000000000,10000000
Trippin',9.01707000000,9017070
Red River,9.01200000000,9012000
The Deep End,8.82310900000,8823109
Before Midnight,8.11062100000,8110621
Teen Wolf Too,7.88800000000,7888000
Phat Girlz,7.06112800000,7061128
Phantasm II,7.00000000000,7000000
Woman Thou Art Loosed,6.87973000000,6879730
Real Women Have Curves,5.85319400000,5853194
Gallipoli,5.73258700000,5732587
Water,5.52914400000,5529144
East is East,4.17064700000,4170647
Whipped,4.14250700000,4142507
Kama Sutra,4.10909500000,4109095
Frances Ha,4.06739800000,4067398
Please Give,4.03357400000,4033574
Willy Wonka & the Chocolate Factory,4.00000000000,4000000
Warlock: The Armageddon,3.90267900000,3902679
8 Heads in a Duffel Bag,3.60288400000,3602884
Days of Heaven,3.44674900000,3446749
Thirteen Conversations About One Thing,3.28743500000,3287435
Compadres,3.12777300000,3127773
Jawbreaker,3.07682000000,3076820
Basquiat,2.96205100000,2962051
Tsotsi,2.91260600000,2912606
Letters to God,2.84858700000,2848587
Happiness,2.74645300000,2746453
DysFunkTional Family,2.25500000000,2255000
Tusk,1.82198300000,1821983
Damsels in Distress,1.00753500000,1007535
Oldboy,0.70739100000,707391
Hobo with a Shotgun,0.70337200000,703372
Bachelorette,0.44677000000,446770
Fish Tank,0.37467500000,374675
Creature,0.33100000000,331000
Freeway,0.29549300000,295493
Love's Abiding Joy,0.25272600000,252726
Braindead,0.24262300000,242623
Chain Letter,0.20584200000,205842
Tim and Eric's Billion Dollar Movie,0.20143600000,201436
Holly,0.16306900000,163069
The Eclipse,0.13341100000,133411
The Grand,0.11587900000,115879
Sommersturm,0.09520400000,95204
Fort McCoy,0.07894800000,78948
The Gambler,0.05177300000,51773
Just Looking,0.03985200000,39852
Before We Go,0.03715100000,37151
The Divide,0.01800000000,18000
Tanner Hall,0.00507300000,5073
My Big Fat Independent Movie,0.00465500000,4655
Demonic,0.00000000000,0
à L'Intérieur,0.00000000000,0
They Came Together,0.00000000000,0
Open Road,0.00000000000,0
Alice in Wonderland,0.00000000000,0
Barry Munday,0.00000000000,0
The Deported,0.00000000000,0
Chicago Overcoat,0.00000000000,0
Never Back Down 2: The Beatdown,0.00000000000,0
AWOL-72,0.00000000000,0
30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,0.00000000000,0
Enter the Dangerous Mind,0.00000000000,0
Something Wicked,0.00000000000,0
Point Blank,0.00000000000,0
Iguana,0.00000000000,0
Four Single Fathers,0.00000000000,0
Amnesiac,0.00000000000,0
Unnatural,0.00000000000,0
Close Range,0.00000000000,0
Cinderella,85.00000000000,85000000
Central do Brasil,5.96955300000,5969553
Pocketful of Miracles,5.00000000000,5000000
Boynton Beach Club,3.12747200000,3127472
Freakonomics,0.10127000000,101270
Griff the Invisible,0.02077800000,20778
Some Like it Hot,25.00000000000,25000000
High Tension,3.68106600000,3681066
Young Frankenstein,86.30000000000,86300000
The Omen,48.57088500000,48570885
Hustle & Flow,22.20280900000,22202809
Friday the 13th Part VII: The New Blood,19.17000100000,19170001
Artie Lange's Beer League,0.47500000000,475000
The Wizard of Oz,33.71156600000,33711566
Diary of the Dead,0.95262000000,952620
The Black Stallion,37.79964300000,37799643
Ulee's Gold,9.05473600000,9054736
Lage Raho Munna Bhai,2.21756100000,2217561
Sardaar Ji,0.00000000000,0
Rejsen til Saturn,0.00000000000,0
Donovan's Reef,6.60000000000,6600000
The Dress,0.01655600000,16556
A Guy Named Joe,5.36300000000,5363000
Blazing Saddles,119.50000000000,119500000
Friday the 13th Part IV: The Final Chapter,32.98088000000,32980880
Ida,3.82706000000,3827060
Maurice,3.13059200000,3130592
Riding Giants,2.27636800000,2276368
Los Cronocrímenes,0.03912700000,39127
La Cara Oculta,0.00000000000,0
Timber Falls,0.00000000000,0
Silver Medalist,0.00000000000,0
"Fat, Sick & Nearly Dead",0.00000000000,0
Singin' in the Rain,7.20000000000,7200000
A Haunted House,40.04168300000,40041683
2016: Obama’s America,33.34994100000,33349941
Kevin Hart: Let Me Explain,32.24405100000,32244051
Garden State,26.78231600000,26782316
That Thing You Do!,25.85741600000,25857416
Halloween II,25.53381800000,25533818
Halloween 3: Season of the Witch,14.40000000000,14400000
Religulous,13.01116000000,13011160
Escape from the Planet of the Apes,12.30000000000,12300000
Hud,10.00000000000,10000000
The Spectacular Now,6.85297100000,6852971
My Own Private Idaho,6.40133600000,6401336
Before Sunrise,5.27400500000,5274005
Robot & Frank,3.31746800000,3317468
Sur Le Seuil,2.01305200000,2013052
Jesus' Son,1.28208400000,1282084
Saving Face,1.18726600000,1187266
Brick Lane,1.09499800000,1094998
The Lost Medallion: The Adventures of Billy Stone,0.54963200000,549632
My Life Without Me,0.43236000000,432360
Marilyn Hotchkiss' Ballroom Dancing and Charm School,0.34913200000,349132
Super,0.32771600000,327716
Fuel,0.17425500000,174255
Valley of the Hearts Delight,0.11866600000,118666
The Other End of the Line,0.11550400000,115504
8: The Mormon Proposition,0.10028000000,100280
Sleep Dealer,0.08013600000,80136
Eye of the Dolphin,0.07221000000,72210
Underdogs,0.03501700000,35017
Anatomie,0.00959800000,9598
The Calling,0.00000000000,0
Alien Uprising,0.00000000000,0
Christmas Mail,0.00000000000,0
Stung,0.00000000000,0
8 Days,0.00000000000,0
Antibirth,0.00000000000,0
The Rise of the Krays,0.00000000000,0
Go For It!,0.18023700000,180237
Get on the Bus,5.69185400000,5691854
Thr3e,1.00884900000,1008849
Idiocracy,0.44409300000,444093
Always Woodstock,0.00000000000,0
This is England,0.32791900000,327919
Bathing Beauty,3.50000000000,3500000
Do You Believe?,12.98560000000,12985600
Show Boat,11.00000000000,11000000
"Dancer, Texas Pop. 81",0.57483800000,574838
Redemption Road,0.02938400000,29384
The Toxic Avenger Part II,0.00000000000,0
Eden,0.00000000000,0
The Brave Little Toaster,0.00000000000,0
Fantasia,83.32000000000,83320000
Friday the 13th Part 3,36.69006700000,36690067
The French Connection,41.15875700000,41158757
Friday the 13th Part V: A New Beginning,21.93041800000,21930418
The Last Sin Eater,0.38839000000,388390
Impact Point,0.00000000000,0
The Valley of Decision,9.13200000000,9132000
Chicken Tikka Masala,0.00000000000,0
Jack Brooks: Monster Slayer,0.00000000000,0
The Best Years of Our Lives,23.60000000000,23600000
Bully,0.88182400000,881824
Elling,0.31343600000,313436
Mi America,0.00333000000,3330
[Rec],0.00000000000,0
Infected,0.00000000000,0
Lies in Plain Sight,0.00000000000,0
The Timber,0.00000000000,0
Sharkskin,0.00000000000,0
Courageous,34.52222100000,34522221
From Russia With Love,24.80000000000,24800000
Mad Max 2: The Road Warrior,24.60083200000,24600832
Notorious,24.46474200000,24464742
In the Heat of the Night,24.37997800000,24379978
Sleeper,18.34472900000,18344729
Everything You Always Wanted to Know,18.01629000000,18016290
It Follows,14.67407700000,14674077
To Kill A Mockingbird,13.12984600000,13129846
Silent House,12.73973700000,12739737
The Legend of Drunken Master,11.54654300000,11546543
Boys Don't Cry,11.54060700000,11540607
Das Leben der Anderen,11.28465700000,11284657
Lolita,9.25000000000,9250000
Boom Town,9.17200000000,9172000
Gentleman's Agreement,7.80000000000,7800000
The Hustler,7.60000000000,7600000
Witchboard,7.36937300000,7369373
Les Triplettes de Belleville,7.30128800000,7301288
Smoke Signals,6.71930000000,6719300
Winter's Bone,6.53150300000,6531503
American Splendor,6.00358700000,6003587
Before Sunset,5.79282200000,5792822
Amores Perros,5.38383400000,5383834
Thirteen,4.60104300000,4601043
Touching the Void,4.59359800000,4593598
Inside Job,4.31183400000,4311834
Alexander's Ragtime Band,4.00000000000,4000000
Me and You and Everyone We Know,3.88513400000,3885134
We Are Your Friends,3.59141700000,3591417
Harsh Times,3.33793100000,3337931
Ghost Dog: Way of the Samurai,3.33023000000,3330230
Captive,2.58330100000,2583301
Full Frontal,2.51284600000,2512846
Waltz with Bashir,2.28384900000,2283849
Strangers with Candy,2.07264500000,2072645
Shortbus,1.98529200000,1985292
Son of Rambow: A Home Movie,1.78550500000,1785505
"The Book of Mormon Movie, Volume 1: The Journey",1.66086500000,1660865
Hamlet,1.57728700000,1577287
The Diary of a Teenage Girl,1.47700200000,1477002
No End In Sight,1.43331900000,1433319
Get Real,1.15241100000,1152411
In the Shadow of the Moon,1.13435800000,1134358
Meek's Cutoff,0.97777200000,977772
Inside Deep Throat,0.69188000000,691880
Dinner Rush,0.63822700000,638227
The Virginity Hit,0.63670600000,636706
Clockwatchers,0.53794800000,537948
Subway,0.39065900000,390659
House of D,0.38853200000,388532
Teeth,0.34757800000,347578
Stonewall,0.30460200000,304602
Sherrybaby,0.19917600000,199176
The Last Five Years,0.14729900000,147299
Six-String Samurai,0.13462400000,134624
Hum to Mohabbt Karega,0.12180700000,121807
It's All Gone Pete Tong,0.12062000000,120620
Saint John of Las Vegas,0.10264500000,102645
24 7: Twenty Four Seven,0.07254400000,72544
Pump,0.07227700000,72277
Roadside Romeo,0.05520200000,55202
Eureka,0.04938800000,49388
Lost River,0.04543100000,45431
This Thing of Ours,0.03722700000,37227
Super Capers,0.03095500000,30955
Return of the Living Dead 3,0.02100000000,21000
The Missing Person,0.01789600000,17896
The First Time,0.01706100000,17061
London,0.01266700000,12667
Circle,0.01002400000,10024
Eden Lake,0.00732100000,7321
Jerusalema,0.00729400000,7294
Say Uncle,0.00536100000,5361
Plush,0.00308000000,3080
The Ghastly Love of Johnny X,0.00243600000,2436
Lesbian Vampire Killers,0.00000000000,0
Grave Encounters,0.00000000000,0
Freeze Frame,0.00000000000,0
Stitches,0.00000000000,0
"To Be Frank, Sinatra at 100",0.00000000000,0
Bananas,0.00000000000,0
Nine Dead,0.00000000000,0
No Man's Land: The Rise of Reeker,0.00000000000,0
Rockaway,0.00000000000,0
Wings,0.00000000000,0
The Lady from Shanghai,0.00000000000,0
Straight A's,0.00000000000,0
The Legend of Hell's Gate: An American Conspiracy,0.00000000000,0
Highway,0.00000000000,0
Small Apartments,0.00000000000,0
Coffee Town,0.00000000000,0
Lucky Dog,0.00000000000,0
Pendulum,0.00000000000,0
A Funny Thing Happened on the Way to the Forum,0.00000000000,0
Slacker Uprising,0.00000000000,0
The Walking Deceased,0.00000000000,0
True Bromance,0.00000000000,0
Good Ol' Boy,0.00000000000,0
The Curse of Downers Grove,0.00000000000,0
Wind Walkers,0.00000000000,0
The Wrong Side of Right,0.00000000000,0
Shark Lake,0.00000000000,0
Buried,1.04414300000,1044143
The Marine 4,0.00000000000,0
River's Edge,4.60000000000,4600000
Man on Wire,2.96224200000,2962242
Nowhere Boy,1.44536600000,1445366
Northfork,1.42057800000,1420578
Brotherly Love,0.47859500000,478595
Submarine,0.46760200000,467602
The Square,0.40621600000,406216
ABCD (Any Body Can Dance),0.22209800000,222098
Chacun sa nuit,0.01843500000,18435
Stranded,0.00000000000,0
Vaalu,0.00000000000,0
The Last Exorcism,41.03435000000,41034350
Carrie,25.87815300000,25878153
A Nightmare on Elm Street,25.50451300000,25504513
Beasts of the Southern Wild,12.79574600000,12795746
Dr. Strangelove,9.16437000000,9164370
Battle for the Planet of the Apes,8.80000000000,8800000
A Streetcar Named Desire,8.00000000000,8000000
Hang 'em High,6.80000000000,6800000
El crimen de padre Amaro,5.71900000000,5719000
Songcatcher,3.05093400000,3050934
Higher Ground,0.84105600000,841056
POM Wonderful Presents: The Greatest Movie Ever Sold,0.63847600000,638476
Travellers and Magicians,0.50679300000,506793
Ed and his Dead Mother,0.00067300000,673
Deadline,0.00000000000,0
Sublime,0.00000000000,0
Dysfunctional Friends,0.00000000000,0
Independence Daysaster,0.00000000000,0
Against the Wild,0.00000000000,0
Beginners Guide to Sex,0.00000000000,0
Lola rennt,7.26732400000,7267324
May,0.14554000000,145540
I Spit on Your Grave,0.09305100000,93051
Living Dark: The Story of Ted the Caver,0.00000000000,0
In the Bedroom,35.93060400000,35930604
La misma luna,12.59014700000,12590147
Conquest of the Planet of the Apes,9.70000000000,9700000
The Lunchbox,4.23150000000,4231500
Grace Unplugged,2.50715900000,2507159
"Happy, Texas",2.03919200000,2039192
My Summer of Love,1.00091500000,1000915
Yes,0.39603500000,396035
From Here to Eternity,30.50000000000,30500000
You Can't Take It With You,4.00000000000,4000000
Foolish,6.02690800000,6026908
She Wore a Yellow Ribbon,5.40000000000,5400000
The Conversation,4.42000000000,4420000
N-Secure,2.59564400000,2595644
Sukkar banat,1.06059100000,1060591
Out of the Dark,0.41942800000,419428
Bubble,0.14538200000,145382
Dil Jo Bhi Kahey...,0.12931900000,129319
Mississippi Mermaid,0.02779500000,27795
Two Night Stand,0.01560000000,15600
I Love Your Work,0.00326400000,3264
Insidious,54.00915000000,54009150
Cabin Fever,21.15818800000,21158188
Waitress,19.09755000000,19097550
Kickboxer,14.53368100000,14533681
Bloodsport,11.80611900000,11806119
Mr. Smith Goes To Washington,9.00000000000,9000000
Kids,7.41221600000,7412216
The Squid and the Whale,7.37273400000,7372734
Kissing Jessica Stein,7.02572200000,7025722
Spellbound,7.00000000000,7000000
Dawn of the Dead,5.10000000000,5100000
Exotica,5.04611800000,5046118
The To Do List,3.49166900000,3491669
The Gatekeepers,2.40855300000,2408553
Buffalo '66,2.38060600000,2380606
Repo Man,2.30000000000,2300000
Blood Simple,1.69091300000,1690913
Nueve Reinas,1.22288900000,1222889
The Lords of Salem,1.16588100000,1165881
The Ballad of Jack and Rose,0.71229400000,712294
Unsullied,0.51095700000,510957
Killing Zoe,0.41895300000,418953
The Believer,0.40603500000,406035
Snow Angels,0.40285800000,402858
Session 9,0.37817600000,378176
MOOZ-lum,0.36223900000,362239
I Want Someone To Eat Cheese With,0.19456800000,194568
Amigo,0.18470500000,184705
Hatchet,0.17528100000,175281
My Name is Bruce,0.17306600000,173066
Modern Times,0.16324500000,163245
The Salon,0.13908400000,139084
Stolen Summer,0.11984100000,119841
Road Hard,0.11316900000,113169
Forty Shades of Blue,0.07582800000,75828
Trucker,0.05242900000,52429
Pontypool,0.00386500000,3865
"Me, You and Five Bucks",0.00210500000,2105
Housebound,0.00000000000,0
Wal-Mart: The High Cost of Low Price,0.00000000000,0
Fetching Cody,0.00000000000,0
The Lion of Judah,0.00000000000,0
Once Upon a Time in Queens,0.00000000000,0
Girlhouse,0.00000000000,0
Closer to the Moon,0.00000000000,0
Mutant World,0.00000000000,0
#Horror,0.00000000000,0
Checkmate,0.00000000000,0
Snow White and the Seven Dwarfs,184.92548500000,184925485
Shalako,2.62000000000,2620000
Holy Girl,0.30412400000,304124
La chambre bleue,0.26044100000,260441
Incident at Loch Ness,0.03683000000,36830
Eddie: The Sleepwalking Cannibal,0.00163200000,1632
Kurmanjan datka,0.00000000000,0
One Shot,0.00000000000,0
House at the End of the Drive,0.00000000000,0
Batman - The Movie,0.00000000000,0
"Lock, Stock and Two Smoking Barrels",3.89756900000,3897569
The Ballad of Gregorio Cortez,0.90900000000,909000
San Francisco,2.86800000000,2868000
Festen,1.64778000000,1647780
Trees Lounge,0.74974100000,749741
The Girlfriend Experience,0.69584000000,695840
Journey from the Fall,0.63530500000,635305
The Basket,0.60904200000,609042
Above and Beyond,0.28875100000,288751
Def-Con 4,0.21090400000,210904
Neal n' Nikki,0.10035800000,100358
The Hebrew Hammer,0.07775500000,77755
Los insolitos peces gato,0.01127800000,11278
Simon,0.00405500000,4055
Forget Me Not,0.00000000000,0
The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,0.00000000000,0
The Algerian,0.00000000000,0
Rebecca,6.00000000000,6000000
Friday the 13th Part 2,21.72277600000,21722776
The Lost Weekend,11.00000000000,11000000
C.H.U.D.,4.70000000000,4700000
Filly Brown,2.85035700000,2850357
Niagara,2.50000000000,2500000
How Green Was My Valley,0.00000000000,0
Da Sweet Blood of Jesus,0.00000000000,0
The Rocky Horror Picture Show,140.24101700000,140241017
Saw,55.96872700000,55968727
"Sex, Lies, and Videotape",24.74166700000,24741667
Super Troopers,18.49236200000,18492362
Monsoon Wedding,13.87697400000,13876974
You Can Count on Me,9.18027500000,9180275
Strangers on a Train,7.00000000000,7000000
The Trouble With Harry,7.00000000000,7000000
"Il buono, il brutto, il cattivo",6.10000000000,6100000
The Day the Earth Stood Still,3.70000000000,3700000
Home Run,2.85995500000,2859955
Reservoir Dogs,2.83202900000,2832029
But I'm a Cheerleader,2.20562700000,2205627
The Wrong Man,2.00000000000,2000000
The Blue Bird,0.88700000000,887000
Blue Like Jazz,0.59501800000,595018
Que Horas Ela Volta?,0.37697600000,376976
Q,0.25500000000,255000
Down & Out with the Dolls,0.05893600000,58936
"Pink Ribbons, Inc.",0.02660800000,26608
Certifiably Jonathan,0.00782600000,7826
La navaja de Don Juan,0.00425400000,4254
Extreme Movie,0.00000000000,0
"Charge of the Light Brigade, The",0.00000000000,0
Grand Theft Parsons,0.00000000000,0
Below Zero,0.00000000000,0
Crowsnest,0.00000000000,0
Airborne,0.00000000000,0
Cotton Comes to Harlem,0.00000000000,0
Bleeding Hearts,0.00000000000,0
The Wicked Within,0.00000000000,0
God’s Not Dead,60.75573200000,60755732
Waiting...,16.12454300000,16124543
Dead Man's Shoes,0.00640800000,6408
Wolf Creek,16.18634800000,16186348
Serbuan maut,4.10512300000,4105123
The Offspring,1.35572800000,1355728
Sex with Strangers,0.24774000000,247740
Beyond the Black Rainbow,0.05649100000,56491
Dracula: Pages from a Virgin's Diary,0.03965900000,39659
The Sleepwalker,0.00263600000,2636
Departure,0.00000000000,0
Faith Like Potatoes,0.00000000000,0
Lake Mungo,0.00000000000,0
Silent Running,0.00000000000,0
Dead Undead The,0.00000000000,0
The Vatican Exorcisms,0.00000000000,0
Rocket Singh: Salesman of the Year,0.16464900000,164649
Casablanca,10.46250000000,10462500
Rocky,117.23514700000,117235147
The Devil Inside,53.26194400000,53261944
